cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,153.00029,31.964518,0.39323014,0.23336348,Negative
1,40.413548,72.81905,0.3161443,0.15222265,Negative
2,438.84692,88.145805,0.31761658,0.10603348,Negative
3,403.115,106.37342,0.2901014,0.09811326,Negative
4,473.38525,163.71928,0.28891993,0.07836351,Negative
5,157.03745,189.21907,0.3221619,0.104138024,Negative
6,338.21286,198.60509,0.31323352,0.112466715,Negative
7,116.917496,206.86908,0.28276896,0.13148013,Negative
8,401.61295,212.67192,0.32863313,0.095122,Negative
9,423.49405,220.78178,0.29550406,0.09782703,Negative
10,123.4885,243.46623,0.36203805,0.08319216,Negative
11,63.81955,251.6863,0.20606233,0.075753294,Negative
12,461.69144,250.94424,0.27952403,0.09226546,Negative
13,442.014,260.95276,0.25998288,0.09403933,Negative
14,172.43901,271.32657,0.37939253,0.09210441,Negative
15,197.7572,267.0443,0.3707019,0.099172115,Negative
16,231.63441,269.2073,0.32257175,0.06004336,Negative
17,414.1497,266.9521,0.28819653,0.10488849,Negative
18,429.51294,264.77158,0.36558732,0.08897953,Negative
19,66.5423,275.27402,0.25493395,0.17755437,Negative
20,51.823925,284.27277,0.24793434,0.15808809,Negative
21,366.11383,284.0209,0.2973607,0.18155369,Negative
22,179.0532,291.77283,0.23270407,0.1411049,Negative
23,316.0035,290.2429,0.2886189,0.14930452,Negative
24,35.68323,298.78027,0.23248155,0.101558425,Negative
25,107.81869,297.70456,0.3067617,0.09751899,Negative
26,225.67809,302.54355,0.26983416,0.07561072,Negative
27,388.61673,299.05457,0.36114338,0.070667885,Negative
28,477.3386,301.66254,0.20307305,0.118495025,Negative
29,275.9458,311.70972,0.37500587,0.11582649,Negative
30,85.63639,314.48123,0.2572833,0.11528892,Negative
31,196.83302,314.3186,0.27535826,0.17143695,Negative
32,244.09016,313.0453,0.33425778,0.09207146,Negative
33,289.82675,316.15802,0.2829621,0.08632173,Negative
34,314.07257,313.42862,0.3288917,0.054006577,Negative
35,142.69724,327.721,0.26480812,0.06793094,Negative
36,271.83868,325.50742,0.29764622,0.11579087,Negative
37,125.83147,332.64197,0.28339407,0.11314746,Negative
38,297.81915,333.36102,0.2787929,0.07721431,Negative
39,33.491184,337.90454,0.3113585,0.19884694,Negative
40,202.07654,336.74252,0.28098595,0.07034336,Negative
41,237.77747,341.81613,0.34695762,0.15787522,Negative
42,340.41632,341.05762,0.29139987,0.068909764,Negative
43,276.5188,346.87872,0.2759834,0.13273329,Negative
44,64.53171,353.84232,0.3616083,0.09191297,Negative
45,354.56406,356.84302,0.31083608,0.3445086,Negative
46,260.32007,363.36932,0.34200808,0.46686897,Negative
47,282.98495,363.99506,0.33394706,0.46495187,Negative
48,193.9196,382.30725,0.31420484,0.10566914,Negative
49,229.97311,377.97345,0.23561144,0.081180915,Negative
50,314.03345,380.2855,0.29850784,0.17018871,Negative
51,389.42276,376.8539,0.32018608,0.14420092,Negative
52,171.59274,389.6796,0.32029068,0.12706812,Negative
53,353.59735,390.9961,0.28968248,0.16910961,Negative
54,434.0986,389.62247,0.2943987,0.15701231,Negative
55,90.92667,400.84708,0.3075846,0.09165564,Negative
56,227.01842,413.472,0.34327087,0.08242623,Negative
57,285.51508,420.5455,0.31939378,0.104844056,Negative
58,321.20593,418.26837,0.31558612,0.11053609,Negative
59,399.7902,418.60956,0.3243753,0.12335724,Negative
60,383.8641,427.27832,0.31300244,0.06523598,Negative
61,171.11697,440.83273,0.323953,0.23202224,Negative
62,354.21945,442.0338,0.3640936,0.05753956,Negative
63,198.90834,451.72903,0.24006315,0.108800985,Negative
64,343.4206,451.02673,0.26848337,0.086858965,Negative
65,219.80536,456.4512,0.2874758,0.11020402,Negative
66,367.65738,459.4784,0.27554545,0.08572499,Negative
67,152.39807,468.4784,0.2350921,0.06339059,Negative
68,201.81952,470.9502,0.31153184,0.038646124,Negative
69,387.54688,466.29617,0.31046748,0.05177806,Negative
