cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,377.92035,33.53106,0.3993153,0.032358512,Negative
1,470.66498,37.209457,0.31865487,0.022397442,Negative
2,107.23024,46.818455,0.23891152,0.019288065,Negative
3,303.40976,48.6591,0.374418,0.01812335,Negative
4,353.75897,53.58455,0.26572737,0.033466242,Negative
5,345.21432,68.22048,0.3853164,0.018508356,Negative
6,382.20892,68.64931,0.42996666,0.014825303,Negative
7,473.4882,65.98968,0.3173137,0.050928753,Negative
8,69.87917,94.11623,0.31162104,0.019807084,Negative
9,356.9485,92.70868,0.3509295,0.030821448,Negative
10,134.82138,96.92306,0.42405668,0.027803052,Negative
11,271.1293,100.69265,0.31136143,0.0158425,Negative
12,377.39114,107.16279,0.29844773,0.02906411,Negative
13,476.43265,105.51997,0.28796822,0.016320542,Negative
14,74.13242,112.92333,0.3779491,0.014304345,Negative
15,320.7087,115.81375,0.3126741,0.02355549,Negative
16,395.1967,140.39824,0.22355866,0.029748725,Negative
17,465.86652,140.27661,0.37924704,0.017702047,Negative
18,305.76266,149.14163,0.3579326,0.019215409,Negative
19,329.82822,148.35608,0.21872239,0.031098086,Negative
20,434.2331,146.92023,0.27633232,0.03967133,Negative
21,63.97322,154.51083,0.33035353,0.018475788,Negative
22,125.44671,157.1499,0.3517454,0.024506675,Negative
23,284.19272,157.66722,0.34104812,0.015957797,Negative
24,233.58984,164.3278,0.3457793,0.019418582,Negative
25,255.92963,181.66327,0.3561108,0.01835485,Negative
26,422.9989,181.43123,0.32659844,0.012843461,Negative
27,173.17482,185.73044,0.3955066,0.01927895,Negative
28,468.18213,191.52625,0.33767614,0.011798728,Negative
29,294.60983,195.13832,0.21118082,0.019316616,Negative
30,24.405464,201.77771,0.28448308,0.007539412,Negative
31,132.53891,205.53012,0.36796188,0.014553636,Negative
32,335.24622,202.92915,0.29844904,0.026962813,Negative
33,382.65964,203.21136,0.4163926,0.01729365,Negative
34,69.79946,227.33598,0.1805813,0.012855613,Negative
35,352.722,224.8557,0.34072754,0.014506742,Negative
36,413.05222,227.5878,0.3387152,0.019155184,Negative
37,93.97605,236.56406,0.32516688,0.013122433,Negative
38,298.3364,238.55026,0.22525404,0.017448975,Negative
39,436.28677,233.9621,0.29930407,0.01899645,Negative
40,477.19608,235.01,0.22636949,0.013007878,Negative
41,210.60347,242.82854,0.40234503,0.011922154,Negative
42,351.3563,245.85551,0.33078325,0.011924946,Negative
43,413.2145,251.73001,0.38524172,0.011510444,Negative
44,429.11734,251.79665,0.43104658,0.012693925,Negative
45,261.88132,261.45612,0.22263283,0.03133687,Negative
46,145.69052,270.58148,0.27068216,0.01740857,Negative
47,212.68263,267.923,0.2523527,0.019422999,Negative
48,368.73758,271.76178,0.3163298,0.019441465,Negative
49,398.01425,268.56378,0.43839303,0.015956037,Negative
50,60.612568,272.55176,0.39238816,0.014482772,Negative
51,278.86163,272.8687,0.29708123,0.015680877,Negative
52,294.98074,277.1026,0.31141925,0.015795987,Negative
53,155.40651,291.76984,0.2802964,0.015787385,Negative
54,228.62587,288.69257,0.41454437,0.0149209,Negative
55,122.47557,301.08112,0.3746963,0.015294263,Negative
56,203.82167,300.67526,0.3879568,0.018321395,Negative
57,395.80362,310.9403,0.3018594,0.015606355,Negative
58,421.33786,305.86758,0.3085113,0.012640544,Negative
59,450.5603,304.9068,0.3879881,0.010747678,Negative
60,319.00662,314.6213,0.28493622,0.013855006,Negative
61,69.75233,327.72928,0.20378157,0.0130579965,Negative
62,165.4261,321.5397,0.27494782,0.015937658,Negative
63,42.59485,333.74057,0.2912303,0.016942665,Negative
64,403.7895,332.15213,0.29890305,0.017239723,Negative
65,101.61841,341.4584,0.38267282,0.041225646,Negative
66,196.06639,341.25363,0.25279346,0.017362375,Negative
67,370.05057,339.2273,0.31144825,0.018587545,Negative
68,58.96049,351.50366,0.38623136,0.013283184,Negative
69,81.32464,346.4591,0.3543229,0.019060642,Negative
70,210.23254,355.57758,0.29087844,0.012002328,Negative
71,253.3861,356.8359,0.20251468,0.020215983,Negative
72,338.00546,355.56168,0.3304471,0.013302259,Negative
73,449.60748,357.7561,0.29372567,0.023860665,Negative
74,158.15508,372.08548,0.20595516,0.020902198,Negative
75,381.524,368.455,0.3150089,0.030102849,Negative
76,429.05716,372.94354,0.2713044,0.027618691,Negative
77,267.00095,380.61435,0.243213,0.02700605,Negative
78,311.10297,386.27417,0.27747393,0.021088287,Negative
79,174.12373,408.75833,0.34766033,0.019665137,Negative
80,202.58693,410.29462,0.32978103,0.016480336,Negative
81,173.61449,439.16315,0.34372053,0.017923277,Negative
82,357.8053,439.1805,0.32962418,0.024732038,Negative
83,395.758,436.96124,0.24057645,0.030536514,Negative
84,65.45829,446.10175,0.2893738,0.013636001,Negative
85,248.73222,442.80798,0.29227367,0.02188833,Negative
86,315.66577,440.12244,0.31238788,0.02608526,Negative
87,450.56714,452.8722,0.29840165,0.035583116,Negative
88,153.93938,459.0086,0.41692987,0.022132233,Negative
89,43.8224,469.29562,0.3080069,0.020866428,Negative
90,391.02872,469.7029,0.3020682,0.016956504,Negative
91,179.26088,475.35168,0.24295425,0.014985629,Negative
92,251.95204,473.40115,0.32724756,0.014113154,Negative
93,347.28442,474.81967,0.27882677,0.013814035,Negative
94,452.2746,476.6028,0.23397604,0.013569672,Negative
95,124.73744,482.79398,0.24198066,0.010136185,Negative
96,163.30235,484.37335,0.26359257,0.010586199,Negative
