cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,34.329124,45.699966,0.2769224,0.8775025,Positive
1,208.52605,42.511566,0.4043424,0.29101372,Negative
2,461.9011,43.243824,0.29870918,0.5162704,Positive
3,116.62906,48.94648,0.30630568,0.67576146,Positive
4,364.4502,51.721043,0.2163095,0.49789768,Negative
5,61.851044,68.93479,0.3050242,0.62771046,Positive
6,282.15366,74.119774,0.31658998,0.8303942,Positive
7,403.25632,76.61516,0.3448233,0.786534,Positive
8,141.6979,86.03893,0.24626644,0.23273641,Negative
9,214.70499,81.69896,0.36321345,0.30849412,Negative
10,266.5269,85.79614,0.2433724,0.78392434,Positive
11,290.30972,93.88475,0.32051668,0.41355833,Negative
12,429.4052,102.62046,0.36483088,0.18367551,Negative
13,34.239834,112.81941,0.32250077,0.6469471,Positive
14,81.314156,116.95454,0.3295028,0.33673406,Negative
15,475.18085,116.51454,0.2912395,0.3533333,Negative
16,213.4002,128.6103,0.2908177,0.2489023,Negative
17,230.59872,138.50842,0.31439164,0.5103086,Positive
18,388.256,144.67604,0.35427117,0.5399406,Positive
19,460.23685,145.12502,0.34482262,0.55736834,Positive
20,90.4,153.89935,0.24583696,0.31076398,Negative
21,199.17863,158.27437,0.32025248,0.52459013,Positive
22,285.55338,155.52861,0.1982492,0.32054487,Negative
23,339.13437,154.28432,0.23808786,0.5090569,Positive
24,244.19112,161.23866,0.28208578,0.39666164,Negative
25,36.46087,171.37302,0.31104246,0.26970237,Negative
26,265.63663,169.98737,0.34272623,0.26082066,Negative
27,329.0649,170.02061,0.32611713,0.33803147,Negative
28,406.1766,171.6463,0.3412832,0.298715,Negative
29,164.2531,176.76366,0.32867298,0.32744297,Negative
30,61.364857,185.79877,0.26331583,0.35358125,Negative
31,482.8678,184.47429,0.30332336,0.488722,Negative
32,274.40494,206.85686,0.2811061,0.14465608,Negative
33,307.79706,206.53569,0.30174074,0.16856308,Negative
34,477.55716,206.10272,0.22435452,0.22858961,Negative
35,462.16278,217.95853,0.3272536,0.28643176,Negative
36,242.72815,225.43303,0.31646103,0.2023587,Negative
37,378.42407,233.00146,0.30039406,0.39422017,Negative
38,451.32104,236.10081,0.29607624,0.7146766,Positive
39,202.78906,244.1604,0.22708854,0.3591818,Negative
40,401.95773,245.97166,0.25436318,0.57383686,Positive
41,121.70311,254.19368,0.28679034,0.2376778,Negative
42,475.60306,258.86774,0.30203006,0.51773125,Positive
43,327.00558,268.41245,0.33559465,0.3482418,Negative
44,410.44147,266.72562,0.36413154,0.4228586,Negative
45,225.16821,275.66403,0.22916527,0.35310736,Negative
46,468.92093,276.38828,0.24881954,0.4675764,Negative
47,267.20554,281.69205,0.32846785,0.29080766,Negative
48,388.74408,282.68823,0.26207733,0.6533176,Positive
49,188.98015,294.47324,0.34294137,0.23562735,Negative
50,136.75241,299.0935,0.33454186,0.37660378,Negative
51,217.46805,298.92532,0.30082887,0.2616643,Negative
52,297.99854,295.84277,0.3382715,0.27657148,Negative
53,435.22284,298.12152,0.30981278,0.30850893,Negative
54,169.90944,310.90857,0.29657724,0.42823052,Negative
55,284.2438,311.07565,0.35818043,0.31083202,Negative
56,370.59225,308.40344,0.34570464,0.48520452,Negative
57,66.09895,323.28558,0.28428683,0.33808443,Negative
58,421.11102,321.8844,0.27873522,0.2625659,Negative
59,242.85985,330.88846,0.33559927,0.40085334,Negative
60,218.29202,341.82837,0.25736853,0.503871,Positive
61,290.62393,340.78345,0.29351336,0.29121464,Negative
62,477.2886,342.34842,0.31122693,0.5479693,Positive
63,57.210484,349.25113,0.28072047,0.4556807,Negative
64,107.65782,349.61752,0.30068702,0.5661856,Positive
65,359.7155,347.2235,0.34287712,0.33935338,Negative
66,91.06969,353.4054,0.33764336,0.5090478,Positive
67,42.99753,364.5331,0.28057414,0.443924,Negative
68,205.04196,366.95926,0.41742688,0.31349564,Negative
69,257.05597,363.00928,0.3736049,0.2666625,Negative
70,173.58923,374.5578,0.36611348,0.37344632,Negative
71,219.10027,371.58078,0.37029642,0.34734154,Negative
72,303.64923,375.29004,0.31311238,0.3896216,Negative
73,148.48108,377.27155,0.35192615,0.2669154,Negative
74,283.40372,378.97217,0.38518405,0.45334658,Negative
75,50.108868,390.03845,0.35501742,0.2365845,Negative
76,268.2962,389.63043,0.39771986,0.46759617,Negative
77,385.15744,386.7003,0.30155396,0.26068658,Negative
78,114.28401,397.509,0.26525807,0.66461194,Positive
79,139.30177,397.95688,0.34331736,0.27541175,Negative
80,212.981,397.08456,0.3134624,0.66992754,Positive
81,341.40927,392.80524,0.35907385,0.25502622,Negative
82,69.26933,405.97302,0.35902885,0.1281273,Negative
83,181.0431,404.0038,0.32208532,0.72273886,Positive
84,301.163,403.04077,0.332061,0.41492334,Negative
85,51.975704,409.764,0.34908065,0.244769,Negative
86,385.1239,410.13406,0.34975353,0.41852835,Negative
87,211.20341,430.34796,0.28099868,0.4446053,Negative
88,262.522,424.6802,0.33878008,0.38824785,Negative
89,418.3561,425.80618,0.36048087,0.26755294,Negative
90,73.6354,433.98834,0.3205506,0.45487574,Negative
91,243.04817,444.319,0.33076882,0.3354279,Negative
92,387.66098,441.55865,0.33172366,0.3905384,Negative
93,273.44675,449.2313,0.31870377,0.2108857,Negative
94,409.97375,453.03125,0.24965265,0.13597251,Negative
95,318.29584,458.10104,0.36646894,0.55759,Positive
96,473.7363,456.91965,0.36067292,0.31470492,Negative
97,50.53875,468.6114,0.25408825,0.29978254,Negative
98,223.27719,466.00998,0.33980754,0.27286673,Negative
99,243.15683,466.64636,0.33058032,0.2546811,Negative
100,291.02032,466.36383,0.3348255,0.5236483,Positive
101,364.60806,469.17337,0.19949734,0.36313066,Negative
102,315.37695,479.2417,0.22610635,0.51869714,Positive
103,297.70276,483.77493,0.2563606,0.68454987,Positive
104,395.2996,484.7914,0.21490261,0.20941064,Negative
105,449.84583,483.5971,0.26023248,0.50042987,Positive
