cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,283.1683,37.58954,0.31420165,0.04965299,Negative
1,153.8001,44.27148,0.28752583,0.031770136,Negative
2,174.8442,43.981483,0.29366553,0.028335618,Negative
3,258.00308,39.697266,0.31231672,0.026248707,Negative
4,380.01218,44.25808,0.2849712,0.029445872,Negative
5,447.2396,43.006546,0.32507023,0.032199174,Negative
6,292.30646,50.45717,0.3340972,0.052281298,Negative
7,140.1313,63.24665,0.22449432,0.039071694,Negative
8,229.17667,57.909485,0.28202218,0.039172,Negative
9,248.86572,58.703262,0.31253555,0.03833287,Negative
10,363.22342,60.496845,0.31482077,0.028622497,Negative
11,122.03952,68.57989,0.2704966,0.030238787,Negative
12,171.31451,65.72025,0.26019514,0.027700659,Negative
13,276.1698,64.335846,0.2805459,0.028964804,Negative
14,298.9442,65.17466,0.38607037,0.043705177,Negative
15,446.87665,66.21371,0.28466102,0.019715864,Negative
16,476.24597,65.791046,0.28294995,0.022353575,Negative
17,382.47186,75.23047,0.32500196,0.027220214,Negative
18,91.89723,86.57008,0.23045002,0.038943443,Negative
19,461.23795,81.27964,0.30327275,0.048327044,Negative
20,147.45564,99.25333,0.24640562,0.03894346,Negative
21,235.61742,101.94516,0.31116873,0.037439167,Negative
22,314.43164,97.11334,0.34179214,0.028837709,Negative
23,441.43793,103.63019,0.3387241,0.043555576,Negative
24,251.53871,109.43435,0.2247932,0.023939444,Negative
25,277.77216,106.41773,0.22940516,0.024798898,Negative
26,299.12543,108.56818,0.33236462,0.027118443,Negative
27,354.56415,109.76366,0.36686474,0.040347833,Negative
28,373.8736,106.47327,0.23067808,0.033690147,Negative
29,465.9621,107.96878,0.31862736,0.038058102,Negative
30,209.03139,117.839165,0.24616233,0.03795092,Negative
31,324.27188,115.59251,0.32130063,0.039063387,Negative
32,341.1547,112.95761,0.36316866,0.039230693,Negative
33,395.80414,115.43162,0.23370285,0.021494778,Negative
34,455.77844,126.159294,0.29175705,0.022513645,Negative
35,340.19525,136.23267,0.32170352,0.038476538,Negative
