cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,299.41882,38.598198,0.2971992,0.033107776,Negative
1,155.46083,53.082764,0.36436865,0.037475392,Negative
2,286.2183,49.598854,0.28335997,0.032057956,Negative
3,444.51456,55.34404,0.26565808,0.022286389,Negative
4,473.39438,52.41274,0.28935504,0.018931542,Negative
5,33.170242,57.276505,0.29238734,0.03898419,Negative
6,191.1308,58.917168,0.3039043,0.024984537,Negative
7,258.01978,62.10425,0.24584112,0.0398747,Negative
8,317.616,63.18782,0.32566646,0.025887763,Negative
9,54.614525,70.15875,0.27483356,0.023896808,Negative
10,292.42883,67.096535,0.3096694,0.02370368,Negative
11,400.87244,76.82784,0.30250493,0.0194179,Negative
12,435.81125,77.38277,0.28931624,0.021011,Negative
13,126.79866,87.14408,0.31989306,0.033337094,Negative
14,203.40314,86.39316,0.21566898,0.021894002,Negative
15,346.43228,86.715004,0.28855348,0.019541616,Negative
16,366.43854,94.69605,0.25339073,0.019857666,Negative
17,442.1715,93.23465,0.22237282,0.02605083,Negative
18,222.41444,97.65631,0.29188225,0.024165256,Negative
19,237.05678,101.599594,0.28764498,0.031002728,Negative
20,427.43915,98.827896,0.24678276,0.0270438,Negative
21,33.29875,105.290054,0.31186137,0.03223892,Negative
22,107.41758,110.97575,0.35494712,0.029227957,Negative
23,128.68808,109.04919,0.22199677,0.026473792,Negative
24,173.77475,119.64452,0.3208306,0.023461347,Negative
25,294.44696,116.53382,0.20953695,0.020227792,Negative
26,401.81485,118.56206,0.29320362,0.017659081,Negative
27,445.89816,116.78387,0.19816722,0.022075277,Negative
28,46.36745,122.10437,0.32671198,0.022628104,Negative
29,78.12818,121.75145,0.33064267,0.020029169,Negative
30,197.40793,120.46549,0.32574213,0.029593611,Negative
31,228.52988,123.006905,0.3502146,0.031362817,Negative
32,267.97183,124.3472,0.30176795,0.022532016,Negative
33,314.62592,133.37685,0.32270527,0.019822115,Negative
34,66.91577,143.18265,0.34681368,0.028692529,Negative
35,106.78418,141.03499,0.27836043,0.020744251,Negative
36,131.31976,138.2795,0.27106732,0.01739044,Negative
37,335.07715,140.97523,0.24197173,0.020206425,Negative
38,34.208458,145.33073,0.31504923,0.02943665,Negative
39,241.89082,145.82104,0.3618311,0.028169123,Negative
40,110.13329,158.78218,0.36307457,0.024421869,Negative
41,203.01949,157.56056,0.27206704,0.020520365,Negative
42,284.11633,154.6051,0.33952743,0.016860668,Negative
43,84.98386,173.9902,0.28100348,0.017079666,Negative
44,478.8507,171.9329,0.1539229,0.014023267,Negative
45,111.37401,182.27644,0.34542787,0.027934706,Negative
46,166.22261,179.03407,0.20622867,0.028921975,Negative
47,281.51743,183.35474,0.3076673,0.027354017,Negative
48,37.455658,187.11581,0.2920829,0.02269903,Negative
49,325.80826,187.6682,0.29456985,0.017069774,Negative
50,338.53268,188.27803,0.30866528,0.019522652,Negative
