cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,156.03284,38.73665,0.27034977,0.053590074,Negative
1,90.67413,41.133286,0.37032884,0.039871283,Negative
2,123.04455,46.432,0.39002964,0.044254508,Negative
3,196.49272,49.574112,0.26675704,0.024576064,Negative
4,349.92044,50.19646,0.22061068,0.031568907,Negative
5,463.07108,48.950962,0.3172754,0.02536913,Negative
6,46.404392,60.931564,0.33548453,0.03721293,Negative
7,68.60031,59.81991,0.26576123,0.058352318,Negative
8,176.23373,69.256996,0.33248535,0.06310779,Negative
9,48.985626,76.58136,0.33577597,0.0391849,Negative
10,115.07076,75.025986,0.30685037,0.039185803,Negative
11,69.44976,80.15911,0.271597,0.03298527,Negative
12,165.18251,84.49424,0.2818721,0.03305255,Negative
13,220.75851,85.54741,0.30524966,0.021419058,Negative
14,190.45496,92.072426,0.29721197,0.02770493,Negative
15,253.25226,93.80689,0.2803531,0.02872568,Negative
16,316.92627,89.45073,0.30032572,0.034097224,Negative
17,86.453445,102.127,0.3267793,0.02998657,Negative
18,36.230804,106.27739,0.29686224,0.02643828,Negative
19,54.779247,108.17333,0.32692656,0.038905963,Negative
20,206.36661,108.752655,0.24896091,0.036426708,Negative
21,78.745865,120.992676,0.2915208,0.028909601,Negative
22,332.7729,141.34085,0.31995562,0.016485872,Negative
23,411.781,138.81508,0.25189143,0.022775734,Negative
24,54.90936,144.70966,0.26987728,0.030114107,Negative
25,102.93071,145.82074,0.2449551,0.029940402,Negative
26,131.94934,145.20235,0.2949004,0.022744613,Negative
27,243.53775,148.45404,0.32259646,0.04525544,Negative
28,78.91808,155.44644,0.33217692,0.038823504,Negative
29,43.15194,163.61353,0.31679365,0.027342336,Negative
30,148.41255,162.90805,0.30792505,0.041755818,Negative
31,207.28084,162.92491,0.29411694,0.040065136,Negative
32,109.119896,177.51462,0.31737533,0.034337923,Negative
33,177.3006,178.83484,0.31182167,0.027248543,Negative
34,462.0306,180.87534,0.25324202,0.017094739,Negative
35,149.69087,197.9599,0.2764922,0.04155389,Negative
36,351.51672,202.28076,0.33519244,0.026248936,Negative
37,41.613304,212.62825,0.25455597,0.05892074,Negative
38,81.889435,210.2586,0.36742097,0.025778666,Negative
39,430.04776,209.68588,0.3221135,0.02157687,Negative
40,445.17896,214.21371,0.31651825,0.022260278,Negative
41,222.97168,221.91292,0.2507826,0.027594576,Negative
42,286.04654,218.79695,0.27610263,0.016694814,Negative
43,36.304085,227.70691,0.25644445,0.0558871,Negative
44,349.07416,229.94238,0.30648103,0.03253458,Negative
45,112.24242,232.23218,0.3572607,0.029453628,Negative
46,242.28297,237.2027,0.28220913,0.027558912,Negative
47,366.65875,235.19386,0.2897893,0.035176754,Negative
48,94.79832,241.38435,0.38888687,0.02292435,Negative
49,147.44995,245.50262,0.23652457,0.029759109,Negative
50,331.4746,246.6913,0.36896685,0.020866228,Negative
51,429.87915,241.16669,0.33916995,0.0197641,Negative
52,53.667538,251.80612,0.28662157,0.026380492,Negative
53,203.72903,252.81145,0.2900248,0.03374424,Negative
54,389.18573,249.07768,0.2380865,0.023607355,Negative
55,286.89548,263.4381,0.31945002,0.023057587,Negative
56,32.57371,273.59338,0.34210545,0.03019209,Negative
57,193.03583,276.2349,0.31857264,0.028613351,Negative
58,66.65331,290.9436,0.3484437,0.020319242,Negative
59,139.80724,291.0326,0.25536507,0.018984577,Negative
60,442.4476,293.15295,0.28949296,0.016168218,Negative
61,114.76738,301.21185,0.2931257,0.01857175,Negative
62,408.94382,300.36383,0.30470532,0.020220611,Negative
63,35.422333,305.7695,0.30370736,0.027374698,Negative
64,94.51489,307.4876,0.3285336,0.03326728,Negative
65,50.600483,317.3224,0.26369667,0.03143096,Negative
66,162.88321,312.31934,0.28827778,0.028649477,Negative
67,288.96143,318.2655,0.33626586,0.018389562,Negative
68,445.54968,318.32468,0.16429256,0.021270027,Negative
69,182.85733,333.21985,0.33707342,0.020293811,Negative
70,120.50522,339.02188,0.29964644,0.016559053,Negative
71,50.31694,347.5572,0.31512725,0.022829412,Negative
72,88.709625,346.35892,0.30391145,0.037952278,Negative
73,293.25778,347.61203,0.3062027,0.025570162,Negative
