cell_id,x,y,center_prob,cell_pos_prob,cell_pred
0,386.692,33.08474,0.2955901,0.0165105,Negative
1,154.10265,40.55208,0.30801386,0.012807866,Negative
2,307.49756,46.785385,0.28789252,0.0128674535,Negative
3,75.245895,52.57481,0.32529798,0.011245881,Negative
4,220.92593,49.653664,0.245143,0.01371808,Negative
5,361.6426,53.866173,0.3376077,0.014116686,Negative
6,469.95538,53.545933,0.2727776,0.01678955,Negative
7,118.69159,68.001,0.22091182,0.018128807,Negative
8,180.4834,68.00192,0.3127928,0.016064864,Negative
9,203.28342,69.90269,0.24190946,0.014960754,Negative
10,289.71848,77.62279,0.269865,0.019743366,Negative
11,373.93018,72.87798,0.35152704,0.01680189,Negative
12,398.30734,76.60032,0.34439304,0.018670974,Negative
13,98.203224,84.28285,0.2350847,0.013346372,Negative
14,328.04764,93.588196,0.24898301,0.011446152,Negative
15,364.95798,93.523315,0.30242652,0.009814784,Negative
16,411.64474,88.58478,0.24400666,0.014219518,Negative
17,457.6527,94.799706,0.33437496,0.021884864,Negative
18,147.24709,100.83082,0.28589642,0.013997505,Negative
19,277.11316,97.24065,0.33228746,0.022738509,Negative
20,377.8243,117.99354,0.36500642,0.01765364,Negative
21,37.784977,124.43377,0.2946003,0.017529279,Negative
22,307.59006,122.097786,0.28412616,0.016471403,Negative
23,70.824936,133.3015,0.243365,0.0133899255,Negative
24,277.23358,129.73264,0.2897461,0.010582325,Negative
25,369.84106,133.63051,0.3308305,0.01437022,Negative
26,458.6028,144.30077,0.2575678,0.010873924,Negative
27,132.1485,156.4921,0.22533214,0.0126537625,Negative
28,258.98712,154.00261,0.32876948,0.019361963,Negative
29,408.13443,157.76855,0.35867468,0.010205721,Negative
30,98.43884,163.66212,0.30044535,0.012175251,Negative
31,389.4331,162.04784,0.33678165,0.014033332,Negative
32,238.72504,174.1482,0.30527145,0.016173894,Negative
33,290.41507,169.79146,0.4162739,0.0107605625,Negative
34,89.45805,178.27986,0.28348407,0.009792523,Negative
35,116.81203,178.1446,0.2987537,0.01198348,Negative
36,335.1809,180.33733,0.3357904,0.011688943,Negative
37,378.1146,178.48634,0.3967842,0.014013223,Negative
38,427.25922,180.59996,0.32868147,0.012712938,Negative
39,35.379864,188.0815,0.33088112,0.012103362,Negative
40,250.75851,190.72464,0.34477207,0.01877598,Negative
41,292.52032,187.46004,0.39111027,0.008083805,Negative
42,316.80807,188.17601,0.35545945,0.008458203,Negative
43,356.47855,190.4481,0.33674562,0.010191761,Negative
44,108.36931,195.4572,0.22287872,0.015110824,Negative
45,147.01152,198.88257,0.29442918,0.018640907,Negative
46,313.6214,201.46768,0.39732307,0.01019459,Negative
47,347.30093,201.82658,0.3771502,0.012727502,Negative
48,189.3595,211.537,0.31954175,0.016915128,Negative
49,285.4459,211.22063,0.37065297,0.013681465,Negative
50,362.53534,213.81262,0.22498581,0.01253558,Negative
51,404.56036,211.87137,0.34750313,0.012373549,Negative
52,232.67445,221.46858,0.33636835,0.013453674,Negative
53,318.03113,221.67377,0.30320075,0.012551,Negative
54,347.29526,221.81804,0.34022328,0.010664135,Negative
55,428.0365,218.25758,0.2955553,0.013613399,Negative
56,37.31974,227.51488,0.32638592,0.01367328,Negative
57,82.4175,227.93263,0.3179363,0.009806288,Negative
58,117.366776,227.87813,0.2784773,0.012426746,Negative
59,219.56416,229.9334,0.32262543,0.008966282,Negative
60,392.24026,231.13432,0.28088,0.00940156,Negative
61,245.85985,237.02126,0.23733877,0.01049012,Negative
62,426.2685,233.52289,0.30920425,0.010642224,Negative
63,445.3333,237.20552,0.2987386,0.013260896,Negative
64,210.02203,241.72324,0.32188192,0.017329635,Negative
65,300.70847,246.73618,0.26172227,0.01943056,Negative
66,322.67444,246.29245,0.35161996,0.015707372,Negative
67,340.92795,247.34303,0.24946693,0.010687847,Negative
68,405.95346,246.0061,0.28224403,0.009444324,Negative
69,59.95111,252.46523,0.3163075,0.011040632,Negative
70,188.48758,251.14944,0.41046932,0.009591725,Negative
71,269.22345,252.60689,0.27934995,0.011538392,Negative
72,380.55817,253.85362,0.33675522,0.009365985,Negative
73,41.010414,256.4484,0.3297903,0.011881666,Negative
74,132.56546,262.23193,0.38635325,0.01627821,Negative
75,252.96284,257.5507,0.33058596,0.01529185,Negative
76,447.0666,258.19574,0.33418772,0.012751016,Negative
77,212.99918,268.67807,0.3709311,0.018611688,Negative
78,339.26593,268.43753,0.38917193,0.011698878,Negative
79,33.022076,275.5654,0.30867067,0.012611236,Negative
80,82.02144,275.78003,0.31057048,0.010971006,Negative
81,237.31804,275.36765,0.31222793,0.015427862,Negative
82,291.8787,277.27774,0.27985972,0.018104887,Negative
83,380.28787,278.37463,0.24962294,0.013799478,Negative
84,57.04431,280.59485,0.36795154,0.011276856,Negative
85,134.7044,283.88315,0.35080948,0.016165085,Negative
86,210.2001,287.1012,0.45752558,0.027319191,Negative
87,306.53848,282.01593,0.29480493,0.016889123,Negative
88,397.3471,286.40536,0.29049006,0.01430799,Negative
89,159.02695,290.14868,0.25638697,0.014749338,Negative
90,342.40262,292.45367,0.34707096,0.010846397,Negative
91,198.20651,300.92795,0.37971914,0.010478406,Negative
92,275.05066,298.78085,0.44405687,0.0127985235,Negative
93,289.91666,301.12012,0.40166444,0.010561246,Negative
94,231.79634,307.15585,0.32488456,0.011538794,Negative
95,245.94154,305.7271,0.33288017,0.013432949,Negative
96,378.97717,306.09848,0.32091808,0.01687203,Negative
97,35.16801,315.18842,0.2557481,0.010874826,Negative
98,353.73752,317.17737,0.4047459,0.012094886,Negative
99,58.548298,324.1944,0.28606826,0.012434366,Negative
100,170.46948,322.83453,0.39715567,0.010402025,Negative
101,194.4258,325.83133,0.23744276,0.011369906,Negative
102,225.44504,326.92014,0.32592824,0.011550644,Negative
103,252.38474,321.9156,0.25472006,0.010986471,Negative
104,305.49533,325.377,0.30864927,0.016272996,Negative
105,75.26104,328.85208,0.34261632,0.0118012205,Negative
106,339.43115,331.69452,0.29595935,0.013238946,Negative
107,410.8668,330.53094,0.3088209,0.01254009,Negative
108,206.58391,350.19296,0.24758337,0.010987388,Negative
109,292.93948,350.65564,0.3481769,0.011265278,Negative
110,306.84897,345.06372,0.37105492,0.011056534,Negative
111,51.591656,356.7885,0.2496205,0.011332678,Negative
112,144.27158,358.1849,0.36815006,0.0104145985,Negative
113,166.05518,352.44193,0.28501174,0.014017683,Negative
114,389.32828,359.03885,0.34813437,0.011821428,Negative
115,280.93744,364.96704,0.3624009,0.010629203,Negative
116,306.4058,365.69348,0.29642662,0.012020725,Negative
117,373.03128,362.4372,0.2932692,0.009800285,Negative
118,484.87503,362.8066,0.280836,0.009058598,Negative
119,129.79553,369.91208,0.385897,0.0075775497,Negative
120,251.65373,374.5878,0.30757576,0.007838681,Negative
121,385.16,382.79022,0.3265181,0.007898038,Negative
122,449.97714,383.81094,0.26391715,0.008677663,Negative
123,92.09865,389.70975,0.2860834,0.0071117287,Negative
124,207.24321,389.8917,0.27848926,0.007300659,Negative
125,253.36969,389.10648,0.31778628,0.0072294157,Negative
126,299.12247,384.2704,0.43838042,0.007246627,Negative
127,315.0606,385.30014,0.38999912,0.0068708514,Negative
128,354.33087,388.0483,0.27318844,0.009252006,Negative
129,236.1969,398.87866,0.27191496,0.008005045,Negative
130,286.39514,398.0171,0.28600064,0.014324934,Negative
131,479.04532,393.21777,0.30430642,0.010767118,Negative
132,67.58777,403.00732,0.27269015,0.011002026,Negative
133,312.57886,406.51544,0.21878493,0.01710486,Negative
134,449.40945,405.97217,0.26812133,0.013995557,Negative
135,378.92853,416.37122,0.26751497,0.0135199325,Negative
136,43.37542,421.30453,0.20017272,0.01001238,Negative
137,276.54135,418.41425,0.37761748,0.01210343,Negative
138,333.07663,418.09525,0.30580157,0.015707681,Negative
139,460.28812,420.28967,0.34299943,0.01541878,Negative
140,475.34286,418.4564,0.28269923,0.012580749,Negative
141,189.7799,425.96176,0.2740293,0.010869996,Negative
142,247.34656,426.4081,0.286441,0.009344984,Negative
143,318.02408,425.43533,0.33542353,0.0098022055,Negative
144,362.75342,428.61032,0.36704803,0.009027345,Negative
145,434.82422,426.22934,0.35346064,0.0085137095,Negative
146,125.98379,434.14603,0.33324236,0.008163885,Negative
147,140.6359,436.92303,0.32726347,0.007128438,Negative
148,45.281845,441.2876,0.28606316,0.010122195,Negative
149,73.617,445.07516,0.23607297,0.008903965,Negative
150,205.53175,444.54224,0.36266112,0.008252293,Negative
151,226.14577,442.67792,0.31015122,0.009084063,Negative
152,291.1414,445.5371,0.39951357,0.00942876,Negative
153,374.0174,441.2182,0.3340701,0.013805671,Negative
154,468.54913,443.37238,0.33313534,0.015963437,Negative
155,190.2407,452.43143,0.2321154,0.016647022,Negative
156,338.09833,452.99915,0.34289503,0.023287352,Negative
157,206.74841,458.89456,0.289246,0.010976336,Negative
158,362.44626,457.16177,0.26836407,0.008919802,Negative
159,414.66327,457.23352,0.3057134,0.011240246,Negative
160,476.0892,461.03513,0.2878457,0.012468621,Negative
161,91.81769,469.4831,0.2282313,0.018022744,Negative
162,220.59299,467.10352,0.29633775,0.014447634,Negative
163,322.6322,473.1016,0.26418492,0.01543678,Negative
164,124.90675,475.97757,0.2712492,0.014584861,Negative
165,191.37688,478.17752,0.22921903,0.012209202,Negative
166,298.2228,474.9366,0.32321665,0.012272241,Negative
167,392.94604,472.88828,0.3222731,0.010636326,Negative
168,459.91147,474.87924,0.30404836,0.012049623,Negative
